"GEOID","NAME","MedHouseIncome","Pct_CostBurdened_Owners","Pct_CostBurdened_Renters","Pct_CostBurdened_15_24","Pct_CostBurdened_25_34","Pct_CostBurdened_35_64","Pct_CostBurdened_65_plus","Pct_RenterCostBurdened_15_24","Pct_RenterCostBurdened_25_34","Pct_RenterCostBurdened_35_64","Pct_RenterCostBurdened_65_plus","Pct_CostBurdened_White_Owners","Pct_CostBurdened_Black_Owners","Pct_CostBurdened_Other_Owners","Pct_CostBurdened_White_Renters","Pct_CostBurdened_Black_Renters","Pct_CostBurdened_Other_Renters","isUrban","Unemployment_Rate","Pct_Bachelors_Higher"
"13075","Cook County, Georgia",50133,20.0493218249075,45.4144620811287,84.8484848484848,21.0374639769452,10.6489945155393,29.7677691766362,7,48.7455197132617,43.9739413680782,55.2356020942408,17.083607636603,25.3549695740365,0,45.0083194675541,50.4211793020457,0,0,4.40622646246548,16.748595505618
"13077","Coweta County, Georgia",94142,17.7524999417263,52.0946000484301,12.7659574468085,17.2333488588728,14.2496609914118,25.9049391069012,72.8682170542636,52.4072612470402,45.3109736242266,66.6866028708134,17.0602478279447,18.8301804740161,19.7099538562953,40.4481470841712,58.4252315835907,48.5148514851485,1,2.7985758416671,34.6582278481013
"13079","Crawford County, Georgia",60905,8.46361185983827,27.6470588235294,0,3.01204819277108,2.61614794767704,19.1456903127384,0,16.8539325842697,28.2758620689655,53.8461538461538,7.00659035726674,14.8459383753501,0,11.9047619047619,43.8438438438438,0,0,4.14629730219084,14.0102827763496
"13081","Crisp County, Georgia",42745,21.173171301706,48.1421209655547,0,38.7301587301587,9.86411675893306,30.2936630602782,30.5084745762712,40.0881057268723,50.2866972477064,62.5550660792952,14.161760148745,36.8834080717489,21.0526315789474,37.1492704826038,47.7281123014407,100,0,8.73558069212678,15.5148708300166
"13083","Dade County, Georgia",58936,11.902783547985,24.7067448680352,28.5714285714286,2.12264150943396,11.674748228273,14.2771084337349,59.4594594594595,15.5555555555556,27.9761904761905,26.555023923445,11.4707177454866,0,0,25.2450980392157,0,84.8484848484848,0,4.45360276522202,19.0088433587252
"13085","Dawson County, Georgia",88986,14.9294117647059,51.2798634812287,36.7088607594937,22.5602027883397,13.7292061486629,14.2212972597988,38,66.412213740458,40,65.8585858585859,13.2666153451373,0,60.3960396039604,45.5459770114943,0,62.2448979591837,0,4.43851730269457,35.7547580996658
"13087","Decatur County, Georgia",50485,23.9888854584748,32.6576576576577,2.10526315789474,22.1674876847291,22.6854690374004,26.9506369426752,0.882352941176471,28.1837160751566,38.3954154727794,37.7483443708609,21.3440724893028,22.81179138322,10.958904109589,23.3160621761658,40.8849557522124,3.93700787401575,0,6.9435047361299,14.6366639141206
"13089","DeKalb County, Georgia",77683,22.6334087920402,54.6494108884074,35.1351351351351,19.1075025944692,19.9378273223178,29.2781381938008,67.5665770828243,53.144072243241,52.1549115847509,61.4661522272887,15.1055016001884,27.1269546779751,23.6574114370267,40.3057119871279,56.7483189241114,58.4117425668047,1,6.38246336441807,46.7476306831554
"13091","Dodge County, Georgia",50152,20.079086115993,34.1092636579572,22.2222222222222,11.986301369863,17.5528040786599,26.2700534759358,19.811320754717,14.8648648648649,31.3812154696133,59.9264705882353,16.9070975187536,28.2921810699589,100,25.414364640884,51.5358361774744,0,0,3.41679707876891,15.2360365385956
"13093","Dooly County, Georgia",56545,19.9081163859112,21.1935730680949,0,7.07547169811321,19.4594594594595,23.0628988149499,22.9166666666667,15.3153153153153,19.4444444444444,27.027027027027,15.3426318981201,24.8798076923077,0,43.7037037037037,21.7831813576494,2.30769230769231,0,5.73694029850746,13.384074941452
"13095","Dougherty County, Georgia",46784,24.4610177989471,49.0995415848068,48.2758620689655,26.2032085561497,24.2486421243211,23.849436147516,53.1493701259748,52.3411738843702,44.5947408289146,56.1213812347401,16.6098681286116,28.9205466759324,19.7604790419162,38.6068476977568,50.5740952125159,32.1357285429142,1,10.7727498208676,23.2382687927107
"13097","Douglas County, Georgia",80764,21.624157138669,44.709501422021,23.4234234234234,21.1165048543689,20.5048715677591,24.7334504979496,50.5794701986755,45.1032165146423,40.2254178002332,68.6500319897633,15.615840349236,28.4593837535014,14.1971830985915,38.8614878750514,42.645124929551,51.2041884816754,1,6.12974270378625,30.8047015325147
"13099","Early County, Georgia",53750,19.2334739803094,39.5329441201001,71.0526315789474,37.7777777777778,15.0667514303878,21.7847769028871,72.2222222222222,20.4861111111111,40.9240924092409,52.4163568773234,13.8744962579159,23.625843780135,0,40.7407407407407,38.8758782201405,0,0,6.84993240198288,16.105082809823
"13101","Echols County, Georgia",61723,13.8858988159311,35,100,4.31034482758621,12.3434704830054,13.8528138528139,70.8333333333333,24.468085106383,41.4414414414414,23.5294117647059,9.05109489051095,83.3333333333333,28.9855072463768,39.2670157068063,100,0,0,3.56179168915273,14.4097222222222
"13103","Effingham County, Georgia",85465,18.8223207526765,27.6229994072318,53.8461538461538,16.3740458015267,17.8698327411387,19.7718631178707,55.9859154929578,23.0109204368175,25.7705161529892,31.1720698254364,16.6272069268755,26.1606782398062,21.4854111405836,27.2947591638897,28.1388478581979,29.646017699115,1,5.78129179918557,26.7977998596618
"13105","Elbert County, Georgia",49727,21.1494252873563,33.6293436293436,0,47.5124378109453,13.7521222410866,26.4550264550265,24.6428571428571,19.3116634799235,34.3632253202713,53.2608695652174,21.2083540527101,11.9067443796836,57.5342465753425,28.5514345696291,39.4526795895097,24.6305418719212,0,6.36452347392389,14.859552569509
"13107","Emanuel County, Georgia",50053,20.2063106796117,24.0746313572073,12.7659574468085,24.6031746031746,18.8014981273408,21.9398340248963,1.25628140703518,33.9529120198265,23.6329352608422,27.5142314990512,16.2309681126113,19.6207749381698,50.9803921568627,15.3846153846154,33.3333333333333,0,0,9.67900265043683,12.8421190149585
"13109","Evans County, Georgia",53908,15.1490733279613,27.5466284074605,0,28.2894736842105,15.0039904229848,13.8888888888889,61.1940298507463,29.1770573566085,14,56.6371681415929,17.2506738544474,10.1895734597156,0,17.910447761194,28.680981595092,29.8387096774194,0,5.5,15.09272467903
"13111","Fannin County, Georgia",58073,25.8638154192459,38.6510500807754,59.0909090909091,58.3941605839416,23.4322695826824,25.8120078740157,27.4725274725275,12.0135363790186,41.7591801878736,59.7110754414125,24.8501938667607,0,52.5423728813559,37.560760053027,0,54.7619047619048,0,4.2157751586582,22.5977402259774
